No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
1|WISEA J110000.35-000645.8|165.00141 |  -0.11290 |G| 21751| 0.072552 |SUN |19.2g|  0.000|2|0|36|6|2|4|0
2|WISEA J110000.82+094948.3|165.00343 |   9.83010 |G| 10799| 0.036021 |SLS |18.1g|  0.000|13|0|51|5|3|8|0
3|WISEA J110000.84+092147.2|165.00352 |   9.36312 |G| 18697| 0.062366 |SLS |17.76|  0.000|6|0|46|6|2|6|0
4|LCRS B105727.8-021911|165.00355 |  -2.58825 |G| 21225| 0.070800 |SUN |17.32|  0.000|3|0|24|6|2|0|0
5|WISEA J110000.95+085912.1|165.00400 |   8.98670 |G| 18499| 0.061706 |SLS |17.4g|  0.000|18|0|63|6|5|10|0
6|ABELL 1139:KYDISC 00017|165.00443 |   1.11231 |G| 11665| 0.038911 |SLS |15.7g|  0.000|39|0|68|20|18|10|0
7|ABELL 1139:KYDISC 00049|165.00453 |   1.62566 |G| 12781| 0.042632 |SLS |16.7g|  0.000|31|0|51|14|10|8|0
8|LCRS B105728.5-023929|165.00607 |  -2.92663 |G| 14160| 0.047233 |SUN |16.24|  0.000|4|0|33|8|4|2|0
9|WISEA J110001.53-070527.1|165.00648 |  -7.09123 |G| 18227| 0.060798 |PUN |17.26|  0.000|1|0|32|6|1|2|0
10|WISEA J110001.80+082428.1|165.00754 |   8.40781 |G| 23050| 0.076888 |PUN |17.96|  0.000|9|0|52|7|2|6|0
11|WISEA J110001.87+010545.6|165.00781 |   1.09600 |G| 11892| 0.039668 |SLS |17.7g|  0.000|15|0|62|9|5|8|0
12|ABELL 1139:KYDISC 00008|165.00793 |   1.77618 |G| 12067| 0.040250 |SLS |15.2g|  0.000|42|0|75|19|12|11|1
13|WISEA J110001.97-015737.4|165.00824 |  -1.96039 |G| 25264| 0.084272 |SUN |19.42|  0.000|1|0|18|4|2|0|0
14|LCRS B105729.2-024110|165.00883 |  -2.95452 |G| 11442| 0.038165 |SUN |15.83|  0.000|2|0|29|7|4|2|0
15|SDSS J110002.37+043345.3|165.00990 |   4.56261 |G| 27213| 0.090772 |SLS |18.5g|  0.000|5|0|35|3|3|8|2
16|GALEXASC J110002.49+000514.6  |165.01010 |   0.08720 |G| 24433| 0.081500 |SUN |19.26|  0.000|4|0|9|6|2|0|0
17|LCRS B105730.8-061112|165.01063 |  -6.45541 |G|  9338| 0.031148 |SLS |15.03|  0.000|3|0|37|8|3|2|0
18|LCRS B105730.8-054329|165.01135 |  -5.99360 |G|  9199| 0.030683 |SUN |17.94|  0.000|1|0|18|5|2|0|0
19|WISEA J110002.79+010219.4|165.01165 |   1.03874 |G| 11882| 0.039634 |SLS |18.1g|  0.000|11|0|56|8|5|8|0
20|WISEA J110003.06+082448.9|165.01279 |   8.41360 |G| 16189| 0.054000 |PUN |18.2g|  0.000|4|0|33|4|1|4|0
21|WISEA J110003.44+080956.7|165.01434 |   8.16575 |G| 11251| 0.037528 |SLS |17.7g|  0.000|12|0|41|6|2|4|0
22|WISEA J110003.57+082443.9|165.01490 |   8.41220 |G| 21933| 0.073160 |SLS |17.9g|  0.000|15|0|53|6|3|8|2
23|LCRS B105731.8-052712|165.01568 |  -5.72187 |G| 16015| 0.053420 |SLS |15.78|  0.000|1|0|33|7|2|2|0
24|WISEA J110003.84+065307.5|165.01604 |   6.88543 |G| 21001| 0.070053 |SLS |17.8g|  0.000|12|0|49|5|2|8|0
25|WISEA J110003.96-071836.8|165.01654 |  -7.31023 |G| 18821| 0.062780 |SLS |16.44|  0.000|1|0|28|5|3|2|0
26|WISEA J110004.07-043703.0|165.01699 |  -4.61751 |G| 27335| 0.091180 |SUN |17.64|  0.000|1|0|23|6|2|0|0
27|WISEA J110004.12+061116.7|165.01719 |   6.18800 |G| 15774| 0.052617 |SLS |16.7g|  0.000|22|0|63|6|5|10|0
28|WISEA J110004.54+080622.2|165.01895 |   8.10618 |G| 10456| 0.034879 |SLS |16.9g|  0.000|17|0|66|8|6|10|0
29|WISEA J110004.59+055344.4|165.01915 |   5.89568 |G| 20181| 0.067316 |SLS |16.6g|  0.000|17|0|62|6|5|10|0
30|WISEA J110004.74+085810.1|165.01976 |   8.96947 |G| 18372| 0.061282 |SLS |18.4g|  0.000|12|0|54|5|2|8|0
31|WISEA J110004.87-055352.9|165.02030 |  -5.89805 |G| 16226| 0.054125 |SUN |19.32|  0.000|1|0|17|4|2|0|0
32|WISEA J110005.45+070101.7|165.02274 |   7.01716 |G| 21491| 0.071686 |SLS |16.8g|  0.000|17|0|69|7|2|10|0
33|WISEA J110006.00-084708.6|165.02503 |  -8.78573 |G| 18150| 0.060542 |SLS |16.22|  0.000|2|0|31|5|3|2|0
34|WISEA J110006.64-043530.0|165.02768 |  -4.59169 |G| 27101| 0.090400 |SUN |17.42|  0.000|2|0|32|7|3|2|0
35|LCRS B105735.1-061709|165.02848 |  -6.55466 |G| 24310| 0.081089 |SUN |16.12|  0.000|1|0|32|7|2|2|0
36|WISEA J110007.16+093716.9|165.02986 |   9.62137 |G| 20562| 0.068589 |SLS |17.4g|  0.000|16|0|62|6|5|10|0
37|WISEA J110007.66-033333.1|165.03193 |  -3.55920 |G| 14346| 0.047852 |SUN |19.10|  0.000|1|0|17|4|2|0|0
38|WISEA J110008.08+013851.4|165.03368 |   1.64763 |G| 23354| 0.077900 |SUN |18.5g|  0.000|1|0|36|6|1|4|0
39|WISEA J110008.25-072157.8|165.03438 |  -7.36607 |G| 25675| 0.085644 |PUN |17.28|  0.000|1|0|28|5|1|2|0
40|WISEA J110008.36+075928.5|165.03485 |   7.99127 |G| 11350| 0.037861 |SLS |17.6g|  0.000|12|0|56|6|3|8|0
41|WISEA J110008.98-032348.0|165.03744 |  -3.39668 |G| 27638| 0.092192 |SUN |19.47|  0.000|1|0|13|3|2|0|0
42|FGC 140A|165.03746 |   8.40260 |G| 21808| 0.072745 |SLS |17.4g|  0.000|18|0|42|8|5|6|0
43|WISEA J110009.40+060423.4|165.03917 |   6.07317 |G| 11443| 0.038169 |SLS |18.1g|  0.000|10|0|52|5|3|8|0
44|LCRS B105736.7-023616|165.04038 |  -2.87241 |G| 14456| 0.048220 |SUN |15.14|  0.000|3|0|33|8|4|2|0
45|LCRS B105737.6-052209|165.04056 |  -5.63789 |G| 20390| 0.068014 |SUN |17.20|  0.000|2|0|33|7|2|2|0
46|2MASX J11000988+0533494|165.04106 |   5.56360 |G| 16788| 0.056000 |SUN |     |  0.000|2|0|15|3|2|2|4
47|WISEA J110010.08+074429.6|165.04202 |   7.74157 |G| 11612| 0.038735 |SLS |17.5g|  0.000|14|0|39|6|3|4|0
48|WISEA J110010.16+061411.0|165.04237 |   6.23641 |G| 28198| 0.094058 |SLS |18.3g|  0.000|10|0|47|4|3|8|0
49|SDSS J110011.13+001910.1|165.04641 |   0.31949 |G| 11542| 0.038500 |SLS |20.0g|  0.000|1|0|24|4|1|4|0
50|SDSS J110011.13+043129.1|165.04642 |   4.52477 |G| 11804| 0.039373 |SLS |18.1g|  0.000|12|0|28|5|2|4|0
51|2MASX J11001119+0935337|165.04660 |   9.59281 |G| 10559| 0.035221 |SLS |15.3g|  0.000|27|0|53|9|9|10|0
52|LCRS B105739.2-052303|165.04713 |  -5.65256 |G| 20335| 0.067829 |SUN |17.73|  0.000|1|0|20|5|2|0|0
53|2MASX J11001144-0522532|165.04760 |  -5.38167 |G|  9743| 0.032500 |SUN |15.96|  0.000|11|0|14|7|6|2|1
54|SDSS J110011.79-002535.2|165.04916 |  -0.42647 |G| 21945| 0.073200 |SLS |20.4g|  0.000|1|0|15|1|1|4|0
55|LCRS B105739.1-024813|165.05000 |  -3.07211 |G| 11702| 0.039035 |SUN |17.60|  0.000|1|0|24|6|2|0|0
56|WISEA J110012.43+090403.4|165.05181 |   9.06763 |G| 10815| 0.036076 |SLS |17.0g|  0.000|18|0|67|7|5|10|0
57|WISEA J110013.22-080214.6|165.05509 |  -8.03741 |G| 22592| 0.075358 |PUN |     |  0.000|1|0|27|4|1|2|0
58|WISEA J110013.56+041923.4|165.05651 |   4.32317 |G| 11587| 0.038651 |SLS |18.2g|  0.000|15|0|54|7|5|8|0
59|WISEA J110013.78-041354.4|165.05743 |  -4.23178 |G| 24881| 0.082995 |SUN |17.34|  0.000|2|0|32|7|4|2|0
60|MCG -01-28-020|165.05753 |  -9.70770 |G| 11779| 0.039291 |SUN |15.33|  0.000|11|0|36|7|5|3|0
61|LCRS B105741.0-024910|165.05762 |  -3.08807 |G| 27100| 0.090396 |SUN |16.25|  0.000|3|0|33|8|4|2|0
62|WISEA J110013.89+014735.0|165.05789 |   1.79306 |G| 12324| 0.041107 |SLS |18.3g|  0.000|13|0|56|8|3|8|0
63|SDSS J110013.94+044231.9|165.05812 |   4.70886 |G|  9884| 0.032968 |SLS |18.2g|  0.000|8|0|28|5|3|4|0
64|WISEA J110014.67+095529.9|165.06115 |   9.92499 |G| 19585| 0.065330 |SLS |18.1g|  0.000|14|0|57|6|3|8|0
65|WISEA J110014.94-090452.0|165.06227 |  -9.08114 |G| 18404| 0.061389 |SLS |16.13|  0.000|4|0|27|4|3|2|0
66|WISEA J110015.08-045918.7|165.06287 |  -4.98855 |G| 20650| 0.068882 |SUN |17.38|  0.000|3|0|32|7|4|2|0
67|WISEA J110015.29+025419.1|165.06372 |   2.90533 |G| 10249| 0.034187 |SLS |17.4g|  0.000|13|0|61|7|3|8|0
68|SDSS J110015.46+002512.0|165.06446 |   0.42003 |G| 14987| 0.049992 |SLS |18.2g|  0.000|10|0|29|7|4|4|0
69|SDSS J110015.86+015541.6|165.06609 |   1.92824 |G| 15499| 0.051700 |SLS |20.9g|  0.000|2|0|23|3|1|4|0
70|WISEA J110016.00-095821.4|165.06668 |  -9.97262 |G| 21788| 0.072676 |PUN |     |  0.000|1|0|27|4|1|2|0
71|2MFGC 08575|165.06714 |  -5.92473 |G|  9360| 0.031220 |SUN |16.54|  0.000|4|0|24|8|4|2|0
72|WISEA J110016.11-011139.5|165.06716 |  -1.19431 |G| 25204| 0.084070 |SLS |18.5g|  0.000|5|0|42|8|5|4|0
73|WISEA J110016.26+041858.5|165.06777 |   4.31627 |G| 11488| 0.038320 |IFO |17.4g|  0.000|4|0|47|5|1|6|0
74|WISEA J110016.30+093916.0|165.06796 |   9.65445 |G| 20547| 0.068539 |SLS |17.6g|  0.000|14|0|42|6|3|4|0
75|WISEA J110016.63+075623.7|165.06931 |   7.93992 |G| 11326| 0.037780 |SLS |16.8g|  0.000|21|0|58|11|8|8|0
76|LCRS B105744.6-053601|165.06946 |  -5.86905 |G|  9330| 0.031122 |SUN |16.50|  0.000|2|0|32|6|2|2|0
77|WISEA J110017.38-043549.4|165.07243 |  -4.59706 |G| 26380| 0.087994 |SUN |18.59|  0.000|2|0|28|6|4|2|0
78|WISEA J110017.38+004731.2|165.07246 |   0.79203 |G| 25992| 0.086700 |SUN |19.28|  0.000|1|0|42|7|1|4|0
79|LCRS B105745.8-053407|165.07402 |  -5.83713 |G|  9354| 0.031200 |SUN |18.01|  0.000|1|0|18|5|1|0|0
80|WISEA J110017.82+054730.6|165.07427 |   5.79185 |G| 20143| 0.067189 |SLS |16.5g|  0.000|21|0|62|7|5|10|0
81|CGCG 038-080 NED01|165.07458 |   2.93151 |G| 10090| 0.033657 |SLS |19.1g|  0.000|11|0|58|8|5|10|0
82|LCRS B105746.0-054441|165.07508 |  -6.01362 |G|  9178| 0.030616 |SUN |17.84|  0.000|1|0|18|5|2|0|0
83|WISEA J110018.23+040636.1|165.07598 |   4.11005 |G| 11690| 0.038992 |SLS |18.2g|  0.000|13|0|33|4|3|4|0
84|WISEA J110018.32+090208.8|165.07634 |   9.03580 |G| 18678| 0.062304 |SLS |17.9g|  0.000|15|0|52|5|3|8|0
85|2MASX J11001829+0721327|165.07636 |   7.35913 |G| 11319| 0.037756 |SLS |16.3g|  0.000|19|0|56|7|5|10|0
86|WISEA J110018.33-073855.3|165.07641 |  -7.64870 |G| 19630| 0.065479 |SLS |16.20|  0.000|13|0|29|5|3|2|0
87|SDSS J110018.98+070252.1|165.07912 |   7.04782 |G| 11756| 0.039215 |SLS |21.6g|  0.000|1|0|15|2|1|4|0
88|CGCG 038-081|165.07944 |   6.21642 |G| 11349| 0.037856 |SUN |15.1 |  0.000|17|0|44|7|5|6|0
89|WISEA J110019.15+061429.7|165.07981 |   6.24161 |G|  4658| 0.015539 |SLS |17.3g|  0.000|13|0|37|6|4|4|0
90|WISEA J110019.16+041018.8|165.07985 |   4.17190 |G|  6750| 0.022514 |SLS |18.2g|  0.000|20|0|61|11|5|8|0
91|WISEA J110019.46+070248.4|165.08112 |   7.04679 |G| 11683| 0.038970 |SLS |17.4g|  0.000|17|0|33|6|5|4|0
92|WISEA J110019.51-000823.9|165.08131 |  -0.13999 |G| 28330| 0.094500 |SUN |19.5g|  0.000|3|0|35|5|1|4|0
93|WISEA J110019.55+085353.9|165.08147 |   8.89833 |G| 20964| 0.069930 |SLS |18.8g|  0.000|6|0|51|5|3|8|0
94|LCRS B105747.9-060849|165.08236 |  -6.41571 |G| 24373| 0.081300 |SUN |16.05|  0.000|2|0|29|7|4|2|0
95|AGC 214159|165.08250 |   4.71472 |RadioS|  9961| 0.033226 |S1L |     |  0.000|4|0|2|2|2|0|0
96|LCRS B105748.1-061200|165.08290 |  -6.46905 |G|  9150| 0.030520 |SUN |17.87|  0.000|0|0|18|5|2|0|0
97|WISEA J110020.04+054832.2|165.08353 |   5.80895 |G| 22756| 0.075907 |SLS |16.6g|  0.000|21|0|63|6|5|10|0
98|CGCG 038-082|165.08444 |   7.58745 |G| 11126| 0.037114 |SLS |16.1g|  0.000|29|0|72|12|8|10|0
99|WISEA J110020.30-050604.4|165.08459 |  -5.10124 |G| 12621| 0.042100 |SUN |18.78|  0.000|1|0|17|4|1|0|0
100|WISEA J110020.35+085733.1|165.08479 |   8.95921 |G| 26714| 0.089107 |SLS |18.2g|  0.000|12|0|51|5|3|8|0
101|WISEA J110020.47-082913.8|165.08533 |  -8.48719 |G| 24128| 0.080484 |PUN |     |  0.000|2|0|30|5|1|2|0
102|WISEA J110020.51+014552.1|165.08549 |   1.76449 |G| 22563| 0.075261 |SLS |17.9g|  0.000|11|0|70|9|3|10|0
103|WISEA J110020.75-050027.8|165.08647 |  -5.00773 |G| 20457| 0.068236 |SUN |16.03|  0.000|4|0|33|7|4|2|0
104|WISEA J110020.78-095519.5|165.08659 |  -9.92210 |G| 14225| 0.047450 |PUN |     |  0.000|1|0|32|5|1|2|0
105|CGCG 038-080 NED02|165.08697 |   2.92286 |G| 10158| 0.033882 |SLS |16.5g|  0.000|8|0|50|8|5|5|0
106|WISEA J110020.92-010956.1|165.08717 |  -1.16559 |G| 25225| 0.084142 |SLS |17.4g|  0.000|16|0|67|8|6|10|0
107|WISEA J110021.10-010731.3|165.08795 |  -1.12538 |G| 22274| 0.074299 |SLS |17.6g|  0.000|15|0|72|9|5|10|0
108|WISEA J110021.66+002641.3|165.09027 |   0.44483 |G| 25413| 0.084767 |SLS |18.3g|  0.000|12|0|56|8|4|8|0
109|WISEA J110021.74-031649.7|165.09060 |  -3.28050 |G| 20146| 0.067200 |SUN |17.60|  0.000|2|0|17|4|1|0|0
110|2MASX J11002199+0724387|165.09145 |   7.41110 |G| 18637| 0.062166 |SLS |17.8g|  0.000|14|0|56|6|3|10|0
111|WISEA J110022.01+052937.3|165.09174 |   5.49372 |G| 10365| 0.034573 |SLS |18.1g|  0.000|12|0|51|5|3|8|0
112|WISEA J110022.27+044343.6|165.09282 |   4.72880 |G|  9986| 0.033309 |SLS |17.3g|  0.000|16|0|55|7|4|8|0
113|WISEA J110023.27+044215.3|165.09698 |   4.70426 |G|  9922| 0.033095 |SLS |17.4g|  0.000|14|0|55|7|5|8|0
114|WISEA J110023.40+092341.4|165.09750 |   9.39485 |G| 19008| 0.063403 |SLS |17.2g|  0.000|14|0|66|6|3|10|0
115|WISEA J110023.40-002108.8|165.09751 |  -0.35246 |G| 12979| 0.043292 |SLS |17.8g|  0.000|16|0|57|8|5|8|0
116|WISEA J110023.44+071551.5|165.09768 |   7.26431 |G| 21519| 0.071778 |SLS |16.9g|  0.000|23|0|69|8|5|10|0
117|CGCG 038-083 NED01|165.09829 |   4.19660 |G|  6656| 0.022202 |SLS |15.5g|  0.000|41|0|83|19|12|10|0
118|MCG -02-28-032|165.09842 |  -9.98388 |G|  8190| 0.027319 |SUN |14.40|  0.000|28|1|37|12|7|5|0
119|WISEA J110023.72+095022.8|165.09885 |   9.83969 |G|  9276| 0.030941 |SLS |16.9g|  0.000|35|0|58|11|10|8|0
120|WISEA J110024.04+073923.6|165.10019 |   7.65656 |G| 16647| 0.055527 |SLS |18.3g|  0.000|12|0|38|6|3|4|0
121|WISEA J110024.05-051856.1|165.10023 |  -5.31559 |G| 27161| 0.090600 |SUN |18.79|  0.000|1|0|17|4|1|0|0
122|WISEA J110024.28-014658.3|165.10092 |  -1.78308 |G| 13820| 0.046100 |SUN |19.51|  0.000|1|0|17|4|1|0|0
123|CGCG 038-083 NED02|165.10106 |   4.17927 |G| 11506| 0.038381 |SLS |16.6g|  0.000|24|0|63|11|11|10|0
124|WISEA J110025.06-014724.4|165.10444 |  -1.79012 |G| 25512| 0.085100 |SUN |18.05|  0.000|2|0|19|5|1|0|0
125|WISEA J110025.25-073028.6|165.10524 |  -7.50796 |G| 18592| 0.062017 |PUN |17.45|  0.000|2|0|29|5|1|2|0
126|2MASS J11002565+0902444|165.10690 |   9.04567 |G| 11221| 0.037429 |SLS |16.7g|  0.000|15|0|41|4|3|8|0
127|WISEA J110025.67+071657.8|165.10696 |   7.28274 |G| 21466| 0.071603 |SLS |17.1g|  0.000|20|0|69|8|5|10|0
128|WISEA J110025.81-071441.3|165.10755 |  -7.24483 |G| 23303| 0.077730 |SLS |17.25|  0.000|3|0|28|5|3|2|0
129|WISEA J110025.88+041325.1|165.10787 |   4.22365 |G| 11582| 0.038633 |SLS |16.5g|  0.000|21|0|69|9|6|10|0
130|WISEA J110026.16+013920.3|165.10901 |   1.65564 |G| 11930| 0.039793 |SLS |17.5g|  0.000|21|0|58|11|7|8|0
131|WISEA J110026.51+053240.3|165.11048 |   5.54454 |G| 15705| 0.052387 |SLS |17.6g|  0.000|13|0|57|6|2|8|0
132|WISEA J110026.58+095446.3|165.11078 |   9.91286 |G| 10168| 0.033918 |SLS |17.7g|  0.000|13|0|57|6|3|8|0
133|WISEA J110026.59+095711.6|165.11083 |   9.95324 |G| 10277| 0.034281 |SLS |16.1g|  0.000|31|0|69|15|11|10|0
134|LCRS B105753.8-030052|165.11086 |  -3.28306 |G| 27420| 0.091464 |SUN |15.80|  0.000|3|0|33|8|4|2|0
135|2MASS J11002718+0340472|165.11327 |   3.67979 |G| 27443| 0.091539 |SLS |17.8g|  0.000|15|0|48|7|4|8|0
136|WISEA J110027.20-070419.9|165.11334 |  -7.07221 |G| 17262| 0.057581 |PUN |17.48|  0.000|2|0|32|6|1|2|0
137|CGCG 038-084|165.11538 |   6.40261 |G| 11478| 0.038285 |SLS |15.4g|  0.000|36|0|73|25|18|10|0
138|LCRS B105754.9-030146|165.11540 |  -3.29790 |G| 26887| 0.089686 |SUN |17.98|  0.000|1|0|20|5|2|0|0
139|WISEA J110028.29+041032.8|165.11790 |   4.17579 |G| 11658| 0.038886 |SLS |17.1g|  0.000|18|0|54|8|5|8|0
140|WISEA J110028.48-061826.1|165.11869 |  -6.30726 |G|  9503| 0.031700 |SUN |19.28|  0.000|0|0|17|4|1|0|0
141|GALEXASC J110028.95-014959.9  |165.12062 |  -1.83350 |G| 16934| 0.056485 |SUN |19.38|  0.000|1|0|5|3|2|0|0
142|WISEA J110029.03+073912.4|165.12099 |   7.65347 |G| 16692| 0.055678 |SLS |17.6g|  0.000|13|0|53|5|3|8|0
143|WISEA J110029.29+071759.0|165.12206 |   7.29972 |G| 21003| 0.070058 |SLS |17.5g|  0.000|15|0|67|6|3|10|0
144|WISEA J110029.31+071254.8|165.12216 |   7.21524 |G| 21441| 0.071518 |SLS |16.8g|  0.000|21|0|65|7|5|10|0
145|WISEA J110029.65+095548.0|165.12355 |   9.93001 |G|  9938| 0.033151 |SLS |17.0g|  0.000|19|0|40|7|4|4|0
146|WISEA J110029.86+074036.4|165.12446 |   7.67680 |G| 16382| 0.054644 |SLS |17.9g|  0.000|13|0|55|6|3|8|0
147|WISEA J110030.19-050402.2|165.12579 |  -5.06729 |G| 16305| 0.054386 |SUN |17.70|  0.000|2|0|22|5|2|0|0
148|WISEA J110030.20+092731.8|165.12584 |   9.45886 |G| 12794| 0.042677 |SLS |16.0g|  0.000|24|0|65|11|8|10|0
149|WISEA J110030.57+063801.7|165.12739 |   6.63381 |G| 21382| 0.071322 |SLS |18.4g|  0.000|12|0|49|5|2|8|0
150|2MASX J11003099+0628507|165.12923 |   6.48089 |G| 21333| 0.071159 |SLS |17.1g|  0.000|18|0|50|5|4|10|0
151|WISEA J110031.30+072429.2|165.13044 |   7.40812 |G| 21366| 0.071270 |SLS |17.5g|  0.000|19|0|64|7|5|10|0
152|2MASX J11003140+0716167|165.13085 |   7.27127 |G| 20843| 0.069526 |SLS |16.4g|  0.000|20|0|57|7|5|10|0
153|WISEA J110031.44+062338.0|165.13104 |   6.39391 |G| 11361| 0.037896 |SLS |17.8g|  0.000|14|0|47|4|3|8|0
154|WISEA J110031.53-031006.8|165.13141 |  -3.16857 |G| 26881| 0.089665 |SUN |19.35|  0.000|1|0|18|4|2|0|0
155|LCRS B105758.6-021611|165.13180 |  -2.53831 |G| 14231| 0.047468 |SUN |16.68|  0.000|4|0|29|7|5|2|0
156|WISEA J110031.67+071301.1|165.13199 |   7.21698 |G| 21209| 0.070746 |SLS |17.6g|  0.000|19|0|65|6|3|10|0
157|GALEXASC J110032.19-012715.6  |165.13375 |  -1.45456 |G| 13709| 0.045727 |SUN |18.82|  0.000|1|0|5|3|2|0|0
158|WISEA J110032.19+050015.6|165.13414 |   5.00435 |G| 11616| 0.038748 |SLS |17.7g|  0.000|13|0|59|7|3|8|0
159|WISEA J110032.35-014409.8|165.13483 |  -1.73607 |G| 25208| 0.084085 |SUN |19.07|  0.000|1|0|23|5|2|0|0
160|UGC 06087|165.13553 |   2.11603 |G| 11817| 0.039416 |SLS |14.9g|  0.000|67|1|74|31|24|12|0
161|WISEA J110032.60+030005.6|165.13585 |   3.00156 |G| 15926| 0.053122 |SLS |15.5r|  0.000|9|0|55|10|5|6|0
162|WISEA J110033.11+030053.5|165.13800 |   3.01489 |G| 16062| 0.053576 |SLS |17.7g|  0.000|15|0|53|6|3|8|0
163|WISEA J110033.21-031323.7|165.13840 |  -3.22327 |G| 27163| 0.090606 |SUN |19.27|  0.000|1|0|19|4|2|0|0
164|LCRS B105800.4-023525|165.13906 |  -2.85903 |G| 15830| 0.052803 |SUN |16.66|  0.000|5|0|33|8|4|2|0
165|WISEA J110033.45-042624.1|165.13938 |  -4.44005 |G| 18953| 0.063222 |SUN |17.48|  0.000|3|0|32|7|4|2|0
166|WISEA J110033.62+061214.1|165.14012 |   6.20394 |G| 28227| 0.094154 |SLS |16.8g|  0.000|11|0|62|6|4|10|0
167|WISEA J110033.91-023307.3|165.14129 |  -2.55205 |G| 14036| 0.046820 |SUN |19.12|  0.000|1|0|17|4|2|0|0
168|WISEA J110034.18+091329.3|165.14244 |   9.22482 |G| 11254| 0.037540 |SLS |17.7g|  0.000|14|0|57|6|2|8|0
169|WISEA J110034.20-073151.3|165.14250 |  -7.53093 |G| 20006| 0.066733 |SLS |16.00|  0.000|10|0|28|6|5|2|0
170|UGC 06086|165.14317 |   9.95690 |G|  9308| 0.031048 |S1L |15.8g|  0.000|50|1|71|23|17|7|0
171|WISEA J110034.60-002238.2|165.14419 |  -0.37729 |G| 13188| 0.043992 |SLS |18.0g|  0.000|14|0|54|5|4|8|0
172|WISEA J110034.77+083146.7|165.14489 |   8.52966 |G| 18423| 0.061452 |SLS |17.9g|  0.000|15|0|58|6|3|8|0
173|WISEA J110035.06-025139.4|165.14611 |  -2.86095 |G| 11662| 0.038900 |SUN |18.04|  0.000|2|0|17|4|1|0|0
174|WISEA J110035.08+094956.2|165.14618 |   9.83229 |G| 22410| 0.074753 |SLS |16.9g|  0.000|21|0|51|10|8|6|0
175|WISEA J110035.11-031551.9|165.14631 |  -3.26443 |G| 27322| 0.091137 |SUN |19.52|  0.000|1|0|17|4|2|0|0
176|WISEA J110035.17+000032.2|165.14654 |   0.00897 |G| 24877| 0.082982 |SLS |17.8g|  0.000|11|0|61|8|5|8|0
177|WISEA J110035.29+082625.2|165.14707 |   8.44036 |G| 21997| 0.073374 |SLS |18.0g|  0.000|15|0|54|5|2|8|0
178|WISEA J110035.50+005141.2|165.14795 |   0.86145 |G| 25995| 0.086710 |SLS |18.7g|  0.000|11|0|54|7|5|8|0
179|2MASXi J1100359-015308|165.14948 |  -1.88572 |G| 13790| 0.046000 |SUN |16.63|  0.000|2|0|10|5|1|0|0
180|WISEA J110036.01-000045.2|165.15007 |  -0.01258 |G| 11437| 0.038150 |SLS |15.8g|  0.000|32|0|70|14|13|10|0
181|WISEA J110036.41+090653.5|165.15173 |   9.11486 |G| 10786| 0.035977 |SLS |17.6g|  0.000|14|0|52|5|2|8|0
182|GALEXASC J110036.41-014841.7  |165.15173 |  -1.81159 |G| 25243| 0.084200 |UUN |20.77|  0.000|2|0|7|2|2|0|0
183|WISEA J110036.43-085638.0|165.15181 |  -8.94391 |G|  8331| 0.027789 |SLS |15.33|  0.000|14|0|27|7|7|2|0
184|WISEA J110036.48-045707.7|165.15204 |  -4.95216 |G| 20554| 0.068560 |SUN |18.34|  0.000|2|0|17|4|2|0|0
185|WISEA J110036.66+041154.4|165.15277 |   4.19845 |G|  6859| 0.022880 |SLS |16.8g|  0.000|25|0|65|13|8|8|0
186|WISEA J110036.73-053958.5|165.15305 |  -5.66628 |G| 13760| 0.045900 |SUN |18.81|  0.000|1|0|17|4|1|0|0
187|WISEA J110036.77+000817.7|165.15324 |   0.13826 |G| 25123| 0.083800 |SUN |19.1B|  0.000|4|0|35|5|1|4|0
188|WISEA J110037.06+040355.1|165.15446 |   4.06533 |G|  3720| 0.012409 |SLS |16.4g|  0.000|21|0|40|10|7|4|0
189|LCRS B105804.1-022048|165.15479 |  -2.61531 |G| 20790| 0.069348 |SUN |16.54|  0.000|5|0|33|8|4|2|0
190|WISEA J110037.17-095110.6|165.15491 |  -9.85295 |G| 10703| 0.035702 |PUN |     |  0.000|2|0|31|5|1|2|0
191|WISEA J110037.29-002451.3|165.15538 |  -0.41427 |G| 24967| 0.083280 |SLS |18.2g|  0.000|12|0|56|8|4|8|0
192|LCRS B105804.4-025628|165.15539 |  -3.20970 |G| 27461| 0.091599 |SUN |17.87|  0.000|1|0|20|5|2|0|0
193|WISEA J110037.60-022445.2|165.15667 |  -2.41256 |G| 14060| 0.046900 |SUN |19.05|  0.000|1|0|17|4|1|0|0
194|WISEA J110037.84-070108.5|165.15768 |  -7.01905 |G| 14788| 0.049327 |SLS |17.28|  0.000|2|0|32|6|3|2|0
195|CGCG 010-060|165.15814 |  -2.88870 |G| 11653| 0.038870 |SUN |15.2 |  0.000|11|0|30|9|4|2|0
196|WISEA J110038.08+071230.6|165.15870 |   7.20851 |G| 21370| 0.071281 |SLS |17.1g|  0.000|22|0|68|8|5|10|0
197|LCRS B105806.4-063111|165.15874 |  -6.78884 |G| 14430| 0.048133 |SUN |16.59|  0.000|2|0|24|5|1|0|0
