No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
32906|2MASX J12441209+0439142|191.05040 |   4.65402 |G| 26252| 0.087568 |SLS |17.8g|  0.000|16|0|39|6|5|6|0
32907|LCRS B124137.3-052932|191.05088 |  -5.76574 |G| 21800| 0.072718 |PUN |15.97|  0.000|2|0|33|7|1|2|0
32908|LCRS B124137.2-062539|191.05154 |  -6.70114 |G| 15330| 0.051135 |SUN |16.27|  0.000|3|0|33|7|2|2|0
32909|WISEA J124412.45-033805.9|191.05188 |  -3.63499 |G| 29799| 0.099400 |SUN |18.72|  0.000|2|0|38|6|1|4|0
32910|WISEA J124413.17+075417.2|191.05490 |   7.90479 |G| 13373| 0.044608 |SLS |17.4g|  0.000|16|0|36|7|6|4|0
32911|WISEA J124413.29-001527.4|191.05541 |  -0.25762 |G| 24103| 0.080400 |SUN |19.32|  0.000|4|0|27|8|2|0|0
32912|LCRS B124138.9-033913|191.05642 |  -3.92736 |G| 25003| 0.083400 |SUN |16.34|  0.000|2|0|24|7|1|0|0
32913|WISEA J124413.55-010512.5|191.05658 |  -1.08721 |G|  4857| 0.016200 |SUN |19.46|  0.000|3|0|32|5|1|4|0
32914|WISEA J124413.66+004205.5|191.05693 |   0.70155 |G| 24394| 0.081368 |SLS |17.6g|  0.000|23|0|66|9|9|10|0
32915|WISEA J124413.79+014032.4|191.05746 |   1.67568 |G| 14172| 0.047274 |SLS |18.3g|  0.000|15|0|33|6|3|4|0
32916|WISEA J124414.21-014426.9|191.05923 |  -1.74081 |G| 14069| 0.046928 |SLS |16.9g|  0.000|19|0|68|9|7|10|0
32917|WISEA J124414.52+000634.1|191.06051 |   0.10949 |G| 24566| 0.081942 |SLS |17.2g|  0.000|20|0|53|10|8|8|0
32918|WISEA J124414.71+000614.9|191.06132 |   0.10414 |G| 24673| 0.082300 |SUN |18.6g|  0.000|4|0|28|5|2|4|0
32919|SDSS J124414.95+022743.2|191.06233 |   2.46200 |*|   861| 0.002873 |SLS |     |  0.000|6|0|0|6|5|0|0
32920|SDSS J124415.40+022741.2|191.06418 |   2.46147 |G|   861| 0.002873 |SUN |19.14|  0.000|3|0|10|4|3|4|0
32921|WISEA J124415.66+012041.7|191.06527 |   1.34492 |G| 25153| 0.083900 |SUN |18.5g|  0.000|1|0|32|5|1|4|0
32922|WISEA J124415.69+011419.9|191.06541 |   1.23888 |G| 26538| 0.088521 |SLS |17.9g|  0.000|22|0|63|9|8|10|0
32923|WISEA J124415.77-015055.6|191.06572 |  -1.84879 |G| 25666| 0.085614 |SLS |18.2g|  0.000|19|0|55|8|6|8|1
32924|WISEA J124415.82+004330.1|191.06593 |   0.72505 |G| 24883| 0.083000 |SUN |19.0g|  0.000|1|0|28|4|1|4|0
32925|WISEA J124415.85-013914.0|191.06605 |  -1.65389 |G| 13940| 0.046500 |SUN |19.16|  0.000|2|0|32|5|1|4|0
32926|WISEA J124416.42-014644.8|191.06842 |  -1.77912 |G| 25902| 0.086400 |SUN |19.36|  0.000|2|0|34|5|1|4|0
32927|WISEA J124416.42-014959.4|191.06844 |  -1.83319 |G| 25611| 0.085428 |SLS |17.1g|  0.000|24|0|64|8|7|10|0
32928|SDSS J124416.68-000919.0|191.06953 |  -0.15529 |G| 20926| 0.069800 |SLS |20.6g|  0.000|1|0|15|1|1|4|0
32929|WISEA J124416.81+004852.4|191.07007 |   0.81457 |G| 24891| 0.083029 |SLS |17.8g|  0.000|18|0|64|8|7|10|0
32930|2MASX J12441694-0027185|191.07054 |  -0.45517 |G| 26853| 0.089573 |SLS |17.5g|  0.000|12|0|29|4|5|6|0
32931|WISEA J124416.97-071105.4|191.07072 |  -7.18486 |G| 19505| 0.065061 |PUN |16.87|  0.000|2|0|32|6|1|2|0
32932|WISEA J124416.99-050747.5|191.07083 |  -5.12989 |G| 10256| 0.034210 |PUN |15.36|  0.000|2|0|33|6|1|2|0
32933|WISEA J124417.32+073220.2|191.07220 |   7.53895 |G| 21680| 0.072317 |SLS |17.5g|  0.000|15|0|49|6|3|4|0
32934|WISEA J124417.39+024002.4|191.07246 |   2.66735 |G|  1085| 0.003619 |SLS |18.0g|  0.000|17|0|53|15|11|8|0
32935|WISEA J124417.80-002852.3|191.07420 |  -0.48120 |G| 26741| 0.089200 |SUN |18.4g|  0.000|1|0|36|6|1|4|0
32936|WISEA J124417.81+003652.6|191.07424 |   0.61462 |G| 26967| 0.089951 |SLS |18.1g|  0.000|9|0|33|7|5|4|0
32937|LCRS B124143.0-053625|191.07482 |  -5.88054 |G| 22190| 0.074018 |SUN |16.99|  0.000|2|0|24|5|1|0|0
32938|SDSS J124418.31+005051.7|191.07630 |   0.84774 |G| 26594| 0.088708 |SLS |22.0g|  0.000|1|0|15|2|1|4|0
32939|WISEA J124418.89+090305.5|191.07873 |   9.05155 |G| 13823| 0.046108 |SLS |18.2g|  0.000|10|0|32|6|2|4|1
32940|FGC 1496|191.07958 |  -5.53681 |G|  2672| 0.008913 |SUN |15.22|  0.000|21|1|7|10|8|2|0
32941|WISEA J124419.24+002634.5|191.08019 |   0.44292 |G| 14210| 0.047400 |SUN |19.19|  0.000|2|0|28|4|1|4|0
32942|WISEA J124419.32-071159.5|191.08054 |  -7.19987 |G| 15378| 0.051295 |SLS |15.36|  0.000|17|0|34|13|8|2|0
32943|WISEA J124419.37+003449.1|191.08073 |   0.58032 |G| 24853| 0.082900 |SUN |19.45|  0.000|2|0|32|5|1|4|0
32944|UGC 07909 NED01|191.08119 |   4.42538 |G|  8900| 0.029686 |SLS |15.3P|  0.000|16|1|27|6|4|5|1
32945|WISEA J124419.53+065516.4|191.08140 |   6.92124 |G| 19865| 0.066261 |SLS |16.9g|  0.000|17|0|48|5|5|6|0
32946|WISEA J124419.65+004447.8|191.08190 |   0.74661 |G| 24853| 0.082900 |SUN |15.9g|  0.000|11|0|43|6|3|6|0
32947|WISEA J124419.72-024305.7|191.08220 |  -2.71826 |G| 25033| 0.083500 |SUN |19.44|  0.000|2|0|32|5|1|4|0
32948|WISEA J124419.75+014018.8|191.08232 |   1.67189 |G| 25534| 0.085171 |SLS |18.4g|  0.000|10|0|52|7|4|8|0
32949|WISEA J124420.20+004514.9|191.08420 |   0.75415 |G| 24501| 0.081728 |SLS |18.6g|  0.000|10|0|54|6|6|8|0
32950|WISEA J124420.22+021123.2|191.08425 |   2.18980 |G| 28318| 0.094457 |SLS |17.6g|  0.000|16|0|52|7|5|8|0
32951|WISEA J124420.28+010545.3|191.08452 |   1.09593 |G| 26906| 0.089748 |SLS |16.4g|  0.000|24|0|64|10|8|10|0
32952|SDSS J124420.36+042535.0|191.08484 |   4.42641 |G|  8475| 0.028270 |IFO |16.1g|  0.000|2|0|15|1|1|4|2
32953|WISEA J124420.38-023124.3|191.08504 |  -2.52352 |G| 26831| 0.089500 |SUN |19.1g|  0.000|1|0|28|4|1|4|0
32954|WISEA J124420.49-014703.0|191.08538 |  -1.78418 |G| 25345| 0.084541 |SLS |17.9g|  0.000|18|0|64|7|5|10|0
32955|WISEA J124420.51+005928.5|191.08561 |   0.99161 |G| 24710| 0.082425 |SLS |17.0g|  0.000|22|0|66|10|9|10|0
32956|WISEA J124420.67+014035.3|191.08615 |   1.67648 |G| 24553| 0.081900 |SUN |18.5g|  0.000|1|0|40|7|1|4|0
32957|LCRS B124145.8-052039|191.08642 |  -5.61761 |G| 24180| 0.080656 |SUN |16.36|  0.000|4|0|33|7|2|2|0
32958|2dFGRS N128Z192|191.08692 |  -3.70453 |G| 14690| 0.049000 |SUN |16.74|  0.000|1|0|1|2|1|0|0
32959|SDSS J124420.87+060522.5|191.08700 |   6.08960 |G|  1290| 0.004303 |SLS |17.0g|  0.000|19|0|22|14|14|4|0
32960|WISEA J124420.95+004540.8|191.08730 |   0.76135 |G| 24463| 0.081600 |SUN |17.7g|  0.000|6|0|36|5|1|4|0
32961|SDSS J124421.03-023115.0|191.08764 |  -2.52086 |G| 24973| 0.083300 |SUN |19.3g|  0.000|1|0|16|3|1|4|0
32962|WISEA J124421.22-034215.9|191.08844 |  -3.70443 |G| 14582| 0.048640 |SLS |17.7g|  0.000|9|0|51|5|3|8|0
32963|UGC 07909 NED02|191.08971 |   4.42755 |G|  8529| 0.028449 |SLS |15.8g|  0.000|35|0|67|15|10|11|2
32964|WISEA J124421.63-023359.6|191.09014 |  -2.56657 |G| 20091| 0.067018 |SLS |18.4g|  0.000|11|0|54|7|4|8|0
32965|WISEA J124421.69+094449.3|191.09040 |   9.74706 |G| 13882| 0.046305 |SLS |19.08|  0.000|4|0|12|3|2|0|0
32966|WISEA J124421.85-073143.2|191.09106 |  -7.52869 |G|  5230| 0.017445 |SLS |15.74|  0.000|2|0|22|5|1|0|0
32967|WISEA J124422.00+004406.7|191.09168 |   0.73520 |G| 23988| 0.080014 |SLS |17.1g|  0.000|24|0|70|10|8|10|0
32968|WISEA J124423.06-022857.9|191.09610 |  -2.48276 |G| 24684| 0.082337 |SLS |17.8g|  0.000|19|0|54|14|7|8|0
32969|WISEA J124423.15+044115.8|191.09649 |   4.68774 |G| 14463| 0.048245 |SLS |17.8g|  0.000|9|0|55|6|3|8|0
32970|WISEA J124423.31-021519.2|191.09714 |  -2.25534 |G| 21465| 0.071600 |SUN |19.41|  0.000|2|0|28|4|1|4|0
32971|WISEA J124423.81-070858.6|191.09921 |  -7.14963 |G| 14633| 0.048810 |SLS |14.96|  0.000|10|0|32|7|4|2|0
32972|LCRS B124148.9-051628|191.09939 |  -5.54802 |G| 24160| 0.080589 |SUN |16.36|  0.000|1|0|32|6|2|2|0
32973|WISEA J124423.89+013933.7|191.09955 |   1.65938 |G| 28210| 0.094100 |SUN |18.6g|  0.000|1|0|32|5|1|4|0
32974|WISEA J124424.01+004522.3|191.10007 |   0.75620 |G| 24777| 0.082646 |SLS |18.0g|  0.000|11|0|53|8|6|8|0
32975|WISEA J124424.03+004821.7|191.10016 |   0.80604 |G| 25484| 0.085005 |SLS |17.8g|  0.000|14|0|52|8|6|8|0
32976|WISEA J124424.35+003743.1|191.10148 |   0.62865 |G| 24953| 0.083233 |SLS |17.9g|  0.000|20|0|63|9|9|10|0
32977|WISEA J124424.55+014556.5|191.10233 |   1.76571 |G| 24692| 0.082364 |SLS |17.6g|  0.000|20|0|64|8|6|10|0
32978|WISEA J124424.64-071902.5|191.10269 |  -7.31737 |G| 14497| 0.048357 |SLS |15.47|  0.000|4|0|32|6|3|2|0
32979|WISEA J124424.75+093255.9|191.10314 |   9.54888 |G| 13764| 0.045912 |SLS |18.3g|  0.000|8|0|27|3|2|4|0
32980|WISEA J124424.84-014835.9|191.10353 |  -1.80999 |G| 25610| 0.085425 |SLS |18.1g|  0.000|16|0|59|8|5|8|0
32981|WISEA J124424.93-022637.7|191.10390 |  -2.44383 |G|  6835| 0.022800 |SUN |18.97|  0.000|3|0|33|5|1|4|0
32982|WISEA J124425.25+014527.7|191.10521 |   1.75770 |G| 19098| 0.063705 |SLS |17.8g|  0.000|14|0|71|9|7|10|0
32983|WISEA J124425.36+061334.3|191.10571 |   6.22621 |G| 24295| 0.081041 |SLS |17.7g|  0.000|16|0|50|5|6|6|0
32984|UGC 07912 NED01|191.10658 |   3.52518 |G|   478| 0.001596 |SLS |15.6 |  0.000|26|0|33|18|14|7|1
32985|2MASX J12442565+0108212|191.10671 |   1.13919 |G| 27003| 0.090071 |SLS |16.9g|  0.000|22|0|34|7|8|6|0
32986|WISEA J124426.00+011146.8|191.10837 |   1.19636 |G| 21719| 0.072448 |SLS |16.6g|  0.000|25|0|53|11|9|6|0
32987|WISEA J124426.34+004641.9|191.10976 |   0.77832 |G| 24539| 0.081852 |SLS |18.6g|  0.000|11|0|55|8|5|8|0
32988|LCRS B124151.4-061526|191.11046 |  -6.53096 |G| 15483| 0.051646 |SLS |15.11|  0.000|5|0|29|7|4|2|0
32989|LCRS B124151.6-061824|191.11163 |  -6.58042 |G| 24325| 0.081139 |SLS |15.68|  0.000|3|0|32|6|3|2|0
32990|WISEA J124426.79+035020.2|191.11164 |   3.83895 |G| 14358| 0.047893 |SLS |17.2g|  0.000|11|0|57|6|3|8|0
32991|WISEA J124426.95+011627.5|191.11231 |   1.27433 |G| 27656| 0.092252 |SLS |17.7g|  0.000|18|0|67|9|7|10|0
32992|UGC 07912 NED02|191.11344 |   3.51952 |G| 14433| 0.048143 |SLS |16.4g|  0.000|23|0|63|8|7|10|1
32993|WISEA J124427.49+093803.7|191.11456 |   9.63437 |G| 13211| 0.044068 |SLS |17.98|  0.000|14|0|32|6|4|4|0
32994|WISEA J124427.75+015003.8|191.11561 |   1.83442 |G| 13790| 0.046000 |SUN |18.4g|  0.000|1|0|32|5|1|4|0
32995|WISEA J124427.94-013804.6|191.11644 |  -1.63461 |G| 14150| 0.047200 |SUN |16.78|  0.000|11|0|43|7|3|6|0
32996|LCRS B124153.1-052308|191.11682 |  -5.65910 |G| 15511| 0.051738 |PUN |16.29|  0.000|2|0|33|7|1|2|0
32997|CGCG 015-010|191.11716 |  -3.00524 |G|  7151| 0.023852 |SLS |14.7g|  0.000|54|0|75|22|15|10|0
32998|WISEA J124428.45-003954.7|191.11855 |  -0.66522 |G| 21645| 0.072200 |SUN |18.5g|  0.000|2|0|36|6|1|4|0
32999|WISEA J124428.46+070152.1|191.11861 |   7.03116 |G| 19270| 0.064277 |SLS |17.0g|  0.000|14|0|30|6|5|2|0
33000|WISEA J124428.57-045756.7|191.11906 |  -4.96576 |G| 16638| 0.055500 |SUN |16.80|  0.000|2|0|35|7|1|2|0
33001|UGC 07911|191.11990 |   0.46808 |G|  1176| 0.003922 |SLS |14.7g|  0.000|98|1|68|30|24|11|0
33002|WISEA J124428.77+044028.1|191.11990 |   4.67448 |G| 25854| 0.086238 |SLS |17.6g|  0.000|20|0|67|7|5|10|0
33003|WISEA J124428.78-014803.9|191.11995 |  -1.80108 |G| 14127| 0.047123 |SLS |18.3g|  0.000|14|0|55|7|4|8|0
33004|LCRS B124153.8-052907|191.12002 |  -5.75887 |G| 15848| 0.052863 |SLS |14.64|  0.000|13|0|30|8|6|2|0
33005|CGCG 015-011|191.12033 |  -0.45292 |G|  7024| 0.023431 |SLS |15.9g|  0.000|32|0|72|15|12|10|0
33006|WISEA J124428.86+041021.8|191.12033 |   4.17222 |G|  5415| 0.018062 |SLS |18.0g|  0.000|21|0|47|11|8|4|0
33007|2MASS J12442897+0325305|191.12074 |   3.42515 |G| 19247| 0.064202 |SLS |17.9g|  0.000|11|0|34|6|4|4|0
33008|WISEA J124429.12-004916.9|191.12137 |  -0.82137 |G| 26796| 0.089381 |SLS |17.2g|  0.000|20|0|71|10|5|10|0
33009|WISEA J124429.63+003349.8|191.12348 |   0.56385 |G| 24823| 0.082800 |SUN |19.13|  0.000|2|0|28|4|1|4|0
33010|2MASX J12442972+0108411|191.12379 |   1.14468 |G| 19183| 0.063988 |SLS |16.8g|  0.000|22|0|58|9|8|10|0
33011|WISEA J124429.96+014040.8|191.12487 |   1.67800 |G| 26155| 0.087245 |SLS |17.9g|  0.000|17|0|58|8|5|8|0
33012|WISEA J124429.98-095234.0|191.12493 |  -9.87613 |G| 18424| 0.061457 |PUN |     |  0.000|2|0|27|4|1|2|0
33013|WISEA J124430.07+011603.8|191.12533 |   1.26775 |G| 27641| 0.092200 |SUN |17.2g|  0.000|8|0|47|7|3|6|0
33014|WISEA J124430.12+052709.6|191.12552 |   5.45269 |G| 28145| 0.093883 |SLS |18.3g|  0.000|10|0|51|5|3|8|0
33015|2MASX J12443050+0345071|191.12705 |   3.75197 |G|  8797| 0.029343 |SLS |16.8g|  0.000|17|0|58|8|5|10|0
33016|WISEA J124430.55+021100.1|191.12731 |   2.18338 |G| 25368| 0.084618 |SLS |17.3g|  0.000|21|0|67|8|7|10|0
33017|SDSS J124430.56-015058.8|191.12741 |  -1.84956 |G| 14398| 0.048025 |SLS |22.9g|  0.000|6|0|21|6|5|3|0
33018|WISEA J124430.96+015439.4|191.12903 |   1.91097 |G| 13806| 0.046053 |SLS |17.2g|  0.000|19|0|63|9|8|10|0
33019|WISEA J124431.07-020157.5|191.12947 |  -2.03266 |G| 21366| 0.071269 |SLS |17.5g|  0.000|16|0|54|7|5|8|0
33020|WISEA J124431.21+014634.6|191.13008 |   1.77630 |G| 24681| 0.082326 |SLS |18.0g|  0.000|16|0|59|8|5|8|0
33021|WISEA J124431.40-011923.2|191.13084 |  -1.32313 |G| 29654| 0.098915 |SLS |17.0g|  0.000|22|0|72|9|7|10|0
33022|WISEA J124431.46+070800.3|191.13110 |   7.13343 |G| 19499| 0.065043 |SLS |17.7g|  0.000|14|0|37|5|4|4|0
33023|2MASS J12443158+0051204|191.13182 |   0.85625 |G| 19227| 0.064136 |SLS |17.8g|  0.000|17|0|54|10|7|8|0
33024|LCRS B124156.9-052957|191.13294 |  -5.77243 |G| 16092| 0.053677 |SLS |15.59|  0.000|4|0|29|6|4|2|0
33025|WISEA J124432.12+065215.9|191.13386 |   6.87109 |G| 21729| 0.072481 |PUN |17.0g|  0.000|4|0|42|4|1|6|0
33026|WISEA J124432.26-070610.5|191.13443 |  -7.10293 |G| 14695| 0.049017 |SLS |16.80|  0.000|5|0|28|5|4|2|0
33027|WISEA J124432.42+012556.0|191.13510 |   1.43224 |G| 24673| 0.082300 |SUN |18.7g|  0.000|1|0|34|5|1|4|0
33028|WISEA J124432.48+003648.5|191.13537 |   0.61349 |G| 24675| 0.082307 |SLS |17.6g|  0.000|21|0|63|9|9|10|0
33029|WISEA J124432.76-071227.5|191.13652 |  -7.20766 |G| 15203| 0.050712 |SLS |16.14|  0.000|4|0|32|8|5|2|0
33030|WISEA J124432.81+080033.1|191.13672 |   8.00921 |G| 20596| 0.068702 |SLS |17.3g|  0.000|14|0|50|7|6|6|0
33031|WISEA J124432.82+004620.7|191.13675 |   0.77243 |G| 26592| 0.088700 |SUN |18.8g|  0.000|1|0|32|5|1|4|0
33032|UGC 07913|191.13822 |  -2.31903 |G|  1597| 0.005328 |SLS |14.7B|  0.000|40|0|50|18|17|11|0
33033|2MASX J12443315-0647402|191.13823 |  -6.79449 |IrS| 26456| 0.088248 |PUN | 0.41|  0.000|2|0|15|3|1|2|2
33034|WISEA J124433.23+095650.8|191.13848 |   9.94747 |G| 17702| 0.059048 |SLS |19.18|  0.000|13|0|37|5|2|4|0
33035|SDSS J124433.42+014412.9|191.13928 |   1.73694 |G|   984| 0.003282 |SLS |16.7g|  0.000|22|0|46|14|11|8|0
33036|WISEA J124433.83-004912.7|191.14096 |  -0.82019 |G| 26629| 0.088826 |SLS |18.1g|  0.000|19|0|58|9|7|8|1
33037|2MASS J12443428+0749171|191.14287 |   7.82144 |G| 20294| 0.067694 |SLS |17.4g|  0.000|12|0|14|5|4|0|0
33038|WISEA J124434.39+011631.0|191.14331 |   1.27529 |G|  1420| 0.004738 |SUN |16.7g|  0.000|20|0|39|15|12|4|0
33039|WISEA J124434.43+073731.6|191.14347 |   7.62545 |G| 26474| 0.088308 |SLS |17.8g|  0.000|12|0|35|5|4|4|0
33040|LCRS B124159.5-054404|191.14400 |  -6.00796 |G| 24290| 0.081023 |SUN |16.65|  0.000|2|0|29|6|2|2|0
33041|WISEA J124434.72-002326.1|191.14468 |  -0.39059 |G| 24683| 0.082334 |SLS |18.4g|  0.000|15|0|62|10|5|8|0
33042|WISEA J124434.78+014044.9|191.14494 |   1.67915 |G| 14870| 0.049600 |SUN |18.21|  0.000|5|0|19|4|1|0|0
33043|WISEA J124435.14-020426.6|191.14645 |  -2.07407 |G| 21294| 0.071028 |SLS |17.9g|  0.000|16|0|54|7|5|8|0
33044|WISEA J124435.27+003136.4|191.14698 |   0.52679 |G| 24275| 0.080972 |SLS |17.9g|  0.000|19|0|65|8|7|10|0
33045|WISEA J124435.36+084520.1|191.14736 |   8.75560 |G| 28650| 0.095565 |SLS |18.59|  0.000|19|0|50|8|5|6|0
33046|WISEA J124435.43+001657.6|191.14765 |   0.28268 |G| 25093| 0.083700 |SUN |18.6g|  0.000|1|0|34|5|1|4|0
33047|WISEA J124435.63-043430.7|191.14847 |  -4.57520 |G|  7315| 0.024400 |SUN |19.16|  0.000|1|0|17|4|1|0|0
33048|WISEA J124435.88+071627.9|191.14954 |   7.27444 |G| 28236| 0.094184 |PUN |14.19|  0.000|2|0|27|4|1|2|0
33049|SDSS J124435.92+071628.3|191.14971 |   7.27454 |G| 24793| 0.082699 |UUN |16.6g|  0.000|13|0|19|4|6|4|1
33050|WISEA J124436.30-050020.5|191.15126 |  -5.00570 |G| 29979| 0.100000 |SUN |18.61|  0.000|1|0|17|4|1|0|0
33051|WISEA J124436.30+011106.6|191.15129 |   1.18518 |G| 25207| 0.084082 |SLS |17.9g|  0.000|12|0|52|7|4|8|0
33052|WISEA J124436.44-003952.2|191.15186 |  -0.66452 |G| 26626| 0.088816 |SLS |17.7g|  0.000|17|0|64|10|6|8|0
33053|WISEA J124436.80-021650.9|191.15334 |  -2.28081 |G| 20148| 0.067207 |SUN |18.3g|  0.000|2|0|28|4|2|4|0
33054|WISEA J124437.00-042855.9|191.15419 |  -4.48221 |G|  4257| 0.014200 |SUN |17.12|  0.000|3|0|17|4|1|0|0
33055|WISEA J124437.13-020522.2|191.15471 |  -2.08950 |G| 14330| 0.047800 |SUN |19.24|  0.000|2|0|28|4|1|4|0
33056|WISEA J124437.20-053805.9|191.15503 |  -5.63499 |G| 19743| 0.065856 |SLS |16.7b|  0.000|2|0|27|4|3|2|1
33057|WISEA J124437.38-023437.5|191.15577 |  -2.57711 |G| 24961| 0.083261 |SUN |19.07|  0.000|2|0|32|5|2|4|0
33058|WISEA J124437.47+014825.1|191.15614 |   1.80699 |G| 13962| 0.046571 |SLS |16.3g|  0.000|25|0|67|10|7|10|0
33059|WISEA J124437.59+014725.9|191.15667 |   1.79055 |G| 24900| 0.083058 |SLS |18.0g|  0.000|16|0|55|6|3|8|0
33060|CGCG 043-013|191.15708 |   2.85903 |G| 14273| 0.047611 |SLS |15.8g|  0.000|27|0|68|11|8|10|0
33061|WISEA J124437.75-013657.7|191.15729 |  -1.61605 |G| 13960| 0.046565 |SLS |16.5g|  0.000|22|0|67|10|6|10|0
33062|WISEA J124437.85+054339.4|191.15775 |   5.72762 |G| 14304| 0.047712 |SLS |17.9g|  0.000|14|0|51|5|3|8|0
33063|WISEA J124437.88+004619.2|191.15785 |   0.77200 |G| 23983| 0.080000 |SUN |18.2g|  0.000|1|0|32|5|1|4|0
33064|WISEA J124437.96+085709.4|191.15820 |   8.95263 |G| 24716| 0.082444 |SLS |18.42|  0.000|16|0|50|7|4|6|0
33065|WISEA J124438.10-033146.4|191.15876 |  -3.52957 |G| 25362| 0.084600 |SUN |18.63|  0.000|2|0|32|5|1|4|1
33066|WISEA J124438.36+005603.7|191.15987 |   0.93437 |G| 26804| 0.089408 |SLS |17.6g|  0.000|18|0|59|9|6|8|0
33067|WISEA J124438.39+001018.0|191.15999 |   0.17167 |G|  3538| 0.011800 |UUN |19.56|  0.000|2|0|36|4|1|4|0
33068|2MASX J12443844+0440131|191.16012 |   4.67037 |G| 25973| 0.086635 |SLS |16.9g|  0.000|20|0|55|6|5|10|0
33069|WISEA J124438.48+061805.0|191.16034 |   6.30140 |G| 16811| 0.056074 |SLS |19.09|  0.000|12|0|42|5|7|6|0
33070|WISEA J124438.54+043515.7|191.16060 |   4.58771 |G| 26006| 0.086746 |SLS |18.4g|  0.000|13|0|62|5|3|8|0
33071|WISEA J124438.67+004114.1|191.16117 |   0.68726 |G| 17958| 0.059900 |SUN |18.4g|  0.000|3|0|36|5|1|4|0
33072|WISEA J124438.85-014437.7|191.16191 |  -1.74381 |G| 26442| 0.088200 |SUN |19.2g|  0.000|1|0|32|5|1|4|0
33073|WISEA J124438.92+075117.6|191.16219 |   7.85490 |G| 24695| 0.082372 |SLS |18.55|  0.000|9|0|35|5|5|4|0
33074|WISEA J124439.52+061232.8|191.16469 |   6.20912 |G| 12009| 0.040057 |SLS |18.25|  0.000|12|0|42|5|6|6|0
33075|WISEA J124439.70+012419.8|191.16542 |   1.40553 |G| 24343| 0.081200 |SUN |18.5g|  0.000|3|0|34|5|1|4|0
33076|WISEA J124439.76+015750.1|191.16571 |   1.96394 |G| 25362| 0.084600 |SUN |18.5g|  0.000|1|0|34|5|1|4|0
33077|LCSB L0535P|191.16580 |  -5.43886 |G| 14486| 0.048320 |SLS |14.46|  0.000|6|0|32|8|4|2|0
33078|WISEA J124440.29+015055.0|191.16790 |   1.84863 |G| 14600| 0.048699 |SLS |16.0g|  0.000|24|0|68|11|8|10|0
33079|SDSS J124440.37+021215.4|191.16823 |   2.20429 |G| 18647| 0.062200 |SUN |18.52|  0.000|1|0|6|3|1|2|0
33080|SDSS J124440.32+010846.2|191.16825 |   1.14617 |G| 27046| 0.090216 |SLS |17.8g|  0.000|15|0|37|6|7|8|0
33081|2MASXi J1244404-000522|191.16849 |  -0.08956 |G| 14911| 0.049738 |SLS |17.3g|  0.000|20|0|51|10|6|8|0
33082|WISEA J124440.54+043952.6|191.16893 |   4.66462 |G| 26237| 0.087516 |SLS |17.9g|  0.000|13|0|57|6|2|8|0
33083|WISEA J124441.06-020333.0|191.17112 |  -2.05917 |G| 24583| 0.082000 |SUN |19.0g|  0.000|1|0|28|4|1|4|0
33084|WISEA J124441.22+020850.5|191.17176 |   2.14739 |G| 27055| 0.090246 |SLS |18.2g|  0.000|13|0|54|7|4|8|0
33085|WISEA J124441.45-083745.1|191.17274 |  -8.62921 |G| 19961| 0.066583 |PUN |     |  0.000|1|0|31|5|1|2|0
33086|WISEA J124441.88+003219.2|191.17452 |   0.53869 |G| 24493| 0.081700 |SUN |19.28|  0.000|2|0|32|5|1|4|0
33087|2MASX J12444185+0434531|191.17452 |   4.58153 |G| 26238| 0.087519 |SLS |16.7g|  0.000|20|0|55|6|5|10|0
33088|CGCG 043-014|191.17470 |   6.69941 |G|  5572| 0.018586 |SLS |16.3g|  0.000|26|0|32|9|10|4|0
33089|WISEA J124441.96+052548.8|191.17485 |   5.43023 |G|  2536| 0.008460 |SLS |17.9g|  0.000|14|0|56|11|8|8|0
33090|WISEA J124442.04+012459.8|191.17521 |   1.41662 |G| 23193| 0.077364 |SLS |18.0g|  0.000|6|0|51|5|4|8|0
33091|2dFGRS N390Z037|191.17533 |   1.41647 |G| 23174| 0.077300 |SUN |18.61|  0.000|3|0|1|2|1|0|0
33092|WISEA J124442.33-012954.4|191.17641 |  -1.49847 |G| 14328| 0.047793 |SLS |17.4g|  0.000|17|0|43|8|5|4|0
33093|WISEA J124442.57+011001.6|191.17738 |   1.16713 |G| 19067| 0.063600 |SUN |18.0g|  0.000|2|0|36|5|1|4|0
33094|CGCG 043-015|191.17824 |   4.07008 |G| 10104| 0.033703 |SLS |16.4g|  0.000|24|0|76|13|9|10|0
33095|WISEA J124442.95+014705.2|191.17898 |   1.78478 |G| 14327| 0.047790 |SLS |18.4g|  0.000|11|0|54|6|3|8|0
33096|SDSS J124443.00-000456.4|191.17919 |  -0.08233 |G| 14570| 0.048600 |SUN |19.1g|  0.000|2|0|20|4|1|4|0
33097|WISEA J124443.05+054645.7|191.17939 |   5.77938 |G| 26262| 0.087600 |SLS |18.3g|  0.000|6|0|36|5|2|4|0
33098|LCRS B124208.2-052745|191.17960 |  -5.73547 |G| 16241| 0.054174 |SLS |14.93|  0.000|7|0|34|8|6|2|0
33099|WISEA J124443.13+080837.9|191.17972 |   8.14388 |G| 24550| 0.081891 |SLS |17.7g|  0.000|12|0|46|6|6|6|0
33100|WISEA J124443.97+005435.3|191.18322 |   0.90982 |G| 24103| 0.080400 |SUN |19.15|  0.000|2|0|32|5|1|4|0
